frame,mjd,source_id,flux_net,flux_net_small,bkg
proc_V842_Her_Light_001.fits,61160.8951534838,1403525154043336192,40626.74991950765,30324.154152646384,3916.602783203125
proc_V842_Her_Light_001.fits,61160.8951534838,1400271527338499200,43987.40034145827,33256.07309033966,4017.7001953125
proc_V842_Her_Light_001.fits,61160.8951534838,1399390509286400384,40763.92537336919,29600.045780805915,4112.0009765625
proc_V842_Her_Light_001.fits,61160.8951534838,1399205207217994368,37415.366003193776,28290.238920030286,4100.43408203125
proc_V842_Her_Light_001.fits,61160.8951534838,1424443019164754048,36561.50899603736,19055.25285446964,3904.068359375
proc_V842_Her_Light_001.fits,61160.8951534838,1423586946283290880,35798.817188465095,24182.34835841859,3969.74365234375
proc_V842_Her_Light_001.fits,61160.8951534838,1403740550947497984,40281.62984310032,29361.321352344254,3859.410888671875
proc_V842_Her_Light_001.fits,61160.8951534838,1423282828238647296,38679.23915222072,28226.13577920207,4062.750244140625
proc_V842_Her_Light_001.fits,61160.8951534838,1424722192038370944,37568.062744843715,19237.005246816945,3885.461181640625
proc_V842_Her_Light_001.fits,61160.8951534838,1400136940243265280,39693.52924466552,21326.628563175458,4103.8134765625
proc_V842_Her_Light_001.fits,61160.8951534838,1424330559740536704,35364.58907795092,23274.16067250994,3945.206787109375
proc_V842_Her_Light_001.fits,61160.8951534838,1400228474585943680,34846.00130862306,20952.254981358434,4021.486572265625
proc_V842_Her_Light_001.fits,61160.8951534838,1400077081282366592,32386.332066784496,10291.933290444576,4139.62646484375
proc_V842_Her_Light_001.fits,61160.8951534838,1404592848553588736,38439.14908135426,30647.39836346754,3786.92822265625
proc_V842_Her_Light_001.fits,61160.8951534838,1403122423549881984,36389.678387808905,15627.833582854495,3977.292236328125
proc_V842_Her_Light_001.fits,61160.8951534838,1424597397469089536,32024.938724832376,19823.186413484887,3908.7398681640625
proc_V842_Her_Light_001.fits,61160.8951534838,1400068907961245568,34999.510439824546,16226.434506515798,4142.78271484375
proc_V842_Her_Light_001.fits,61160.8951534838,1424628802270020864,36742.85720162274,26970.126816043456,3920.5341796875
proc_V842_Her_Light_001.fits,61160.8951534838,1424514212542314240,31414.208372657944,14552.674486438467,3895.6650390625
proc_V842_Her_Light_001.fits,61160.8951534838,1400373541401124224,34858.41301708692,21193.487072194213,4053.39892578125
proc_V842_Her_Light_001.fits,61160.8951534838,1424903302219474944,28656.11454804236,5812.2155648794,3850.76904296875
proc_V842_Her_Light_001.fits,61160.8951534838,1423690089921251584,38023.721663011005,19410.534346058266,3904.20654296875
proc_V842_Her_Light_001.fits,61160.8951534838,1424686904587024384,34328.82805942022,20705.060960874995,3912.4146728515625
proc_V842_Her_Light_001.fits,61160.8951534838,1403386787376640128,35099.40014552092,15388.855228051165,3888.817138671875
proc_V842_Her_Light_001.fits,61160.8951534838,1427683554809600896,31964.215115432336,19902.073079224705,3861.35205078125
proc_V842_Her_Light_001.fits,61160.8951534838,1423536059510326528,31429.01291077328,21724.767444406825,3990.936279296875
