frame,mjd,source_id,psf_flux
proc_V842_Her_Light_001.fits,61160.8951534838,1403082909850677504,16229.156412897546
proc_V842_Her_Light_001.fits,61160.8951534838,1403303258852606208,43441.26034087117
proc_V842_Her_Light_001.fits,61160.8951534838,1400272519474196224,54337.697718445146
proc_V842_Her_Light_001.fits,61160.8951534838,1403170080507149568,9024.753585488033
proc_V842_Her_Light_001.fits,61160.8951534838,1424676871544027520,43075.00076063082
proc_V842_Her_Light_001.fits,61160.8951534838,1403815356393317120,38545.939947988045
proc_V842_Her_Light_001.fits,61160.8951534838,1423586946283290880,34346.1296448565
proc_V842_Her_Light_001.fits,61160.8951534838,1399905561764598784,1889.8368100830014
proc_V842_Her_Light_001.fits,61160.8951534838,1411160776965621760,23990.6710011562
proc_V842_Her_Light_001.fits,61160.8951534838,1403838721015384320,15769.151510158877
proc_V842_Her_Light_001.fits,61160.8951534838,1404254572633289984,44428.089599628234
proc_V842_Her_Light_001.fits,61160.8951534838,1399189264299382784,26877.71585323754
proc_V842_Her_Light_001.fits,61160.8951534838,1423296773996810752,11969.553251938982
proc_V842_Her_Light_001.fits,61160.8951534838,1400573820019974016,11629.483729145975
proc_V842_Her_Light_001.fits,61160.8951534838,1403513879753671680,8186.409675659003
proc_V842_Her_Light_001.fits,61160.8951534838,1423218674310854656,9857.084180078704
proc_V842_Her_Light_001.fits,61160.8951534838,1423635664096317952,5515.415520346527
proc_V842_Her_Light_001.fits,61160.8951534838,1403638266302390784,7994.107779566095
proc_V842_Her_Light_001.fits,61160.8951534838,1424379277553721600,6564.403874983117
proc_V842_Her_Light_001.fits,61160.8951534838,1400425665124317952,5550.550023018068
proc_V842_Her_Light_001.fits,61160.8951534838,1400054786108409088,2179.3266049903946
proc_V842_Her_Light_001.fits,61160.8951534838,1399761628820710400,56446.67288132293
proc_V842_Her_Light_001.fits,61160.8951534838,1423562069833007360,48159.87147161291
proc_V842_Her_Light_001.fits,61160.8951534838,1423476411004475392,35216.67032863956
